source_entry	source_target	count	unique_vm_ips	top_sites	top_targets	top_ip_deltas	top_w0	top_w1	top_w2	top_w3	top_w4	top_w5
75	0x873fc	276	14	tail@0x87c25:276	171@0x9b4b3:256,165@0x9a24c:16,354@0xc2241:4	-0x6d:255,+0x60:9,+0x30:2,+0x288:2,+0x28b:2	0x142:255,0xbd:9,0x72:2,0x111:2,0x9d:1	0x13:255,0x68:9,0xd78b:1,0x63a2:1,0xc177:1	0x9657:255,0xed6c:9,0xac5b:2,0x228:2,0x19d:1	0x8b7b:255,0x339f:9,0x1e8:2,0x9db6:1,0xe1c8:1	0x68:264,0x1e8:2,0xc97c:1,0x823:1,0x353:1	0xd5f3:255,0x604:9,0xdd8:1,0x1ca5:1,0x3f10:1
282	0xb3128	269	95	tail@0xb360f:269	280@0xb2661:64,220@0xa522e:27,90@0x8b334:21,199@0xa0631:13,66@0x855ff:12	+0x5:269	0x4837:64,0x3d00:31,0x9c65:11,0xdc1f:11,0xf17f:10	0x3dc5:64,0x301:25,0x9da7:11,0xa650:11,0x28e8:10	0x3f01:64,0x9f3d:25,0xdbbd:11,0xbbf2:11,0xb67c:10	0x14fa:64,0xb982:25,0x13d:20,0x6a5a:11,0x4971:11	0xab3a:64,0xe300:25,0xc753:11,0x3d0:11,0xa5:10	0xcb00:64,0x3aa9:25,0x0:15,0x13d:12,0x58c9:11
107	0x8eef4	256	1	tail@0x8f248:256	160@0x994cf:256	+0x5:256	0x2181:256	0xa66a:256	0x34b7:256	0x73d:256	0xbb3c:256	0xaeb3:256
222	0xa5f3c	254	80	tail@0xa646d:254	220@0xa522e:67,301@0xb708d:20,268@0xb0007:14,49@0x82820:13,28@0x7e390:12	+0x5:254	0x3d00:97,0xfc5:10,0xc9c4:10,0xcb03:9,0x7400:9	0x8301:64,0x9101:10,0x3d58:10,0xb060:10,0xe450:9	0xb25a:64,0x3d00:11,0xc714:10,0xf01:10,0x132b:10	0x1643:64,0x13d:15,0x8797:10,0x7d97:10,0xb13a:10	0x4712:64,0xeb75:10,0x2a9b:10,0x78:10,0xa661:9	0xffc7:64,0x13d:26,0xa001:10,0x165d:10,0xb1ce:9
308	0xb837c	246	19	tail@0xb84a4:246	171@0x9b4b3:226,354@0xc2241:20	-0x51a4:91,-0x9de:64,-0x40:34,-0x17ed:25,-0x584:12	0x14d:91,0xb9:64,0x154:27,0xc4:17,0x151:10	0xe4d3:91,0xab1b:64,0xdfc:25,0x6e2f:17,0x0:10	0x68:123,0x2350:64,0xf59c:17,0x0:10,0xc3:10	0xbc8d:91,0x1788:64,0x546a:25,0x401e:17,0x638:10	0xab2c:91,0x8f14:64,0xdbc4:25,0x21d1:17,0xd7be:10	0x888:91,0x508:64,0x68ef:25,0xa6e6:17,0xa9d9:10
190	0x9eacb	224	10	tail@0x9ede7:224	352@0xc1ec4:134,257@0xadbfd:86,144@0x95887:4	+0x5:224	0x4ea:125,0xf647:64,0x45f:10,0x31f:6,0xbc2:4	0xb63d:125,0xa88:64,0xf686:10,0x720f:6,0xfed8:4	0x278:125,0x7bdc:64,0xfb26:10,0xbec8:6,0x5732:4	0x1e8:125,0x60ed:64,0x860:10,0x888:6,0x71e8:4	0x4a07:125,0x6b0b:64,0x6948:10,0xc4b4:6,0x29b4:4	0x158:125,0xe867:64,0xcdd3:10,0x97c8:6,0xb3:4
217	0xa4b11	215	19	tail@0xa4df4:215	198@0xa037e:70,352@0xc1ec4:66,144@0x95887:66,108@0x8f24b:7,173@0x9ba74:3	+0x5:215	0xdbaa:64,0x8e2:64,0x9e0f:64,0x126:3,0x9c4c:3	0xe87a:64,0x6baa:64,0xf2e:64,0x7d4c:3,0xf805:3	0x977a:64,0x99:64,0x82f8:64,0x68:8,0x8937:3	0x52b6:64,0x45:64,0x7fe9:64,0xcea9:3,0x753:3	0xa3:64,0xff79:64,0xe003:64,0x1e8:6,0x55ee:3	0x1596:64,0x435c:64,0x40d5:64,0x49c4:3,0x758c:3
266	0xaf8af	200	16	tail@0xafa1d:200	354@0xc2241:135,171@0x9b4b3:57,165@0x9a24c:8	-0x2e8:125,-0x40:52,-0x55d:7,-0x78e:4,-0x2ce:4	0xb9:126,0x154:18,0x151:17,0xfd:10,0x72:7	0xa9e3:125,0x12cc:18,0x9978:17,0xb88e:10,0x6373:7	0x953a:125,0x79:35,0x0:10,0xac6c:7,0x1e8:4	0x3d0f:125,0x5486:18,0x37bf:17,0x0:10,0x79:7	0x3b31:125,0xe53:18,0x4303:17,0x680:10,0xd6ce:7	0xe80b:127,0xaa86:18,0xac8:17,0x962e:10,0xb88e:7
242	0xaa87d	181	17	tail@0xaab67:181	75@0x873fc:92,246@0xab427:38,145@0x95b5c:33,199@0xa0631:9,334@0xbdd18:4	+0x5:181	0x162:124,0xa5:46,0x57ea:9,0x814a:1,0xab:1	0x0:171,0x69d:9,0x4953:1	0x4f0e:92,0x279:26,0x78:25,0x792:12,0xa36c:9	0x0:171,0x29e6:9,0x69de:1	0x13d:171,0xe852:9,0x918a:1	0x822:92,0xe822:26,0x7822:25,0x7a22:13,0xe801:9
331	0xbcfc8	157	7	tail@0xbd36a:157	340@0xbf435:125,196@0x9fbcd:25,99@0x8c99a:3,222@0xa5f3c:1,168@0x9aa83:1	+0x3:157	0xc5c:125,0xd11:25,0xf200:3,0xa353:1,0x7076:1	0xb3:125,0xc23d:25,0x3d4e:3,0x24b4:1,0xd1c3:1	0xc7d7:125,0x4400:25,0x7b01:3,0xe762:1,0x7d00:1	0xb3:125,0x3d7c:25,0xd8a2:3,0xb1c5:1,0x3d36:1	0x2632:125,0xfd01:25,0x9e0a:3,0xa024:1,0x5201:1	0x6410:125,0xfc48:25,0x8aab:3,0x6e31:1,0x2b05:1
88	0x8aa14	149	11	tail@0x8b026:149	352@0xc1ec4:65,257@0xadbfd:64,173@0x9ba74:11,256@0xad849:6,108@0x8f24b:3	+0x5:149	0x9e0:64,0xc80f:64,0x8d8e:4,0x8ccb:4,0x4526:3	0xe15d:64,0xad0d:64,0x75df:4,0xf843:4,0xd03:3	0xe84c:64,0x29ab:64,0xf024:4,0xcffe:4,0x4cab:3	0x4503:64,0x55c8:64,0xa6a3:4,0xa88:4,0x2056:3	0x68:64,0xd4b4:64,0x2553:4,0x1c5c:4,0xaa21:3	0x7b1f:64,0x6870:64,0x4d0:4,0xbc66:4,0x3b46:3
148	0x96b6e	144	18	tail@0x96eb1:144	160@0x994cf:74,144@0x95887:25,352@0xc1ec4:23,173@0x9ba74:12,257@0xadbfd:6	+0x5:144	0x2a91:64,0x506:10,0x9f2f:10,0xa52:9,0x9a47:9	0x7112:64,0xd31e:10,0x7269:10,0x560:9,0x802d:5	0xd864:64,0xb02e:10,0x9974:10,0xc9c4:9,0xea74:5	0x4e8:64,0x4211:10,0x68b:10,0xa351:9,0x3e8d:5	0xd3dd:64,0x1e8:23,0x8347:10,0x4109:9,0x260a:5	0x79c7:64,0xe810:10,0x930:10,0xfd95:9,0xc4a9:5
145	0x95b5c	142	13	tail@0x9634f:142	354@0xc2241:132,165@0x9a24c:6,171@0x9b4b3:4	+0x139:125,+0xbec:4,+0x30:3,+0x60:3,+0x28b:2	0x10c:126,0xc7:5,0x79:3,0xbd:2,0xc4:2	0x1c19:126,0x480f:4,0x6058:3,0x68:2,0x6e1e:2	0x6cbe:125,0x2a3a:4,0xff34:3,0xef3c:1,0xd3e5:1	0x2f45:125,0x3389:4,0x1e8:3,0x860:1,0xdb3d:1	0x8aff:125,0xeebc:4,0x2a86:3,0x1e8:2,0xfe88:1	0x3af0:125,0x6e8d:4,0x7177:3,0xdd3d:1,0xb076:1
82	0x8920e	142	11	tail@0x89478:142	99@0x8c99a:67,333@0xbd8af:65,217@0xa4b11:4,307@0xb8064:2,168@0x9aa83:2	+0x3:142	0xdf00:64,0xd2e7:64,0x4f00:3,0xf5ce:2,0x662e:2	0x3d5e:64,0x91:64,0x3de2:3,0x5bae:2,0xb3:2	0x4a01:64,0xd200:64,0x8101:3,0x4e67:2,0xc462:2	0xa76d:64,0x3de5:64,0x9021:3,0x62d5:2,0xe5c0:2	0xef63:64,0x9001:64,0x7ea7:3,0x7291:2,0xa1:2	0xce5c:64,0x117c:64,0xb339:3,0x90a5:2,0x3a05:2
129	0x92f21	139	10	tail@0x931d0:139	215@0xa4609:64,99@0x8c99a:64,66@0x855ff:3,217@0xa4b11:2,199@0xa0631:2	+0x3:139	0x6c8:64,0x7d00:64,0xc4dd:3,0x5b5f:2,0xab91:1	0x1e:64,0x3d36:64,0x6250:3,0x87c0:2,0x833:1	0xc20c:64,0xae01:64,0x3a7c:3,0x4f9e:2,0x3c5a:1	0x13d:64,0xe500:64,0xca0:3,0x629a:2,0x7be6:1	0xdbaa:64,0x670f:64,0xa800:3,0x1552:2,0x69b:1	0xe87a:64,0xf97d:64,0x3dcb:3,0x14f5:2,0x578c:1
125	0x922c4	129	26	tail@0x92612:129	316@0xb987b:96,334@0xbdd18:9,246@0xab427:6,18@0x7be9b:4,75@0x873fc:3	+0x5:129	0x162:109,0xa5:8,0x6631:3,0x240:3,0xab:2	0x0:119,0xa826:3,0x43e:3,0x2ceb:1,0x18bc:1	0x2d:92,0x791:8,0xa577:3,0x6a0c:3,0x60:3	0x0:117,0x253a:3,0x79:3,0x2:2,0xca00:1	0x13d:119,0xe8d1:3,0xe8ff:3,0xe828:1,0xe844:1	0x9522:91,0x7322:6,0xe801:6,0x8222:4,0x3d01:3
117	0x90acd	122	18	tail@0x90c21:122	354@0xc2241:71,165@0x9a24c:48,171@0x9b4b3:3	-0x40:83,-0xbc1:9,-0x584:6,-0xbc0:6,-0x2ce:5	0x15b:47,0x14d:14,0xb9:13,0x159:10,0x7c:9	0x3cb0:41,0xe0eb:14,0xa3c3:13,0x540:10,0x9de1:9	0x942:41,0x79:14,0xcd3a:13,0x0:10,0x2e07:9	0xaf72:41,0x25c2:14,0x2c18:13,0x0:10,0x80ff:9	0x798d:41,0x5f71:14,0x7c29:13,0x79:10,0x40bc:9	0xd5e6:41,0x75d8:14,0xce4b:13,0xd4f6:10,0x3ec0:9
62	0x84aa3	120	16	tail@0x84e1b:120	157@0x98a9a:93,307@0xb8064:13,347@0xc088d:3,200@0xa0a9e:2,253@0xacfb1:2	+0x4:120	0xce03:91,0xf57c:12,0xbe6:3,0xbff3:2,0x6c35:1	0x68:93,0x28ae:12,0x870c:3,0x530a:1,0x5f6d:1	0x27ed:91,0x6e7:12,0x6793:3,0x6cd6:2,0x68c6:1	0x7273:91,0xa7d5:12,0x2921:3,0x1f8f:2,0xe600:1	0x3017:91,0x64a8:12,0x8461:3,0xe829:2,0x56bd:1	0xcd67:91,0x9cea:12,0xb8b2:3,0xc30:2,0xb556:1
302	0xb7586	109	10	tail@0xb7699:109	171@0x9b4b3:70,165@0x9a24c:35,354@0xc2241:4	-0x40:61,+0x22:25,-0x55d:9,-0x2ce:8,-0x24c:4	0x7c:39,0xa8:29,0x12:22,0x154:9,0x129:3	0x4dc1:39,0xb3:25,0xac8:22,0x138c:9,0x147:4	0x2e00:39,0xd586:25,0x303a:22,0x68:13,0xd1aa:4	0xcb07:39,0x390:25,0x9915:22,0xdd7b:9,0x7175:4	0x44d4:39,0x2184:25,0xd795:22,0xd2ed:9,0x2152:4	0x79:39,0x5e8c:25,0xcb7a:22,0x4877:9,0x865f:4
280	0xb2661	108	12	tail@0xb2db4:108	257@0xadbfd:66,160@0x994cf:12,108@0x8f24b:10,198@0xa037e:8,173@0x9ba74:7	+0x5:108	0xfa3f:64,0x6f1d:10,0x2a91:6,0x96ae:5,0x1b3e:5	0x3a14:64,0x14f7:10,0x148d:6,0xcd47:5,0x2740:5	0xab:64,0x68:14,0x5f:6,0xa70e:5,0x6936:5	0xd0cb:64,0x9b8c:10,0x8aac:6,0x492:5,0x1402:5	0xab:64,0x68:10,0x1e8:6,0x6678:6,0x5cba:5	0x3f8:64,0x6853:10,0x8652:6,0x6814:5,0x821:5
321	0xbb1dd	97	3	dispatch@0xcdac7:97	169@0x9af18:94,310@0xb8556:3	+0xd:97	0xab:94,0x1e8:3	0x1e8:94,0x162:3	0x12:91,0x2b:3,0x40:3	0x5e8:91,0x793d:3,0xa79d:3	0xae3a:91,0x99:6	0xb4a5:91,0xa9c4:3,0x6407:3
94	0x8bd69	91	8	tail@0x8c41a:91	173@0x9ba74:74,144@0x95887:13,160@0x994cf:3,198@0xa037e:1	+0x5:91	0x81f:64,0x9aef:10,0x19f:4,0x1471:3,0x9bb7:3	0x62a9:64,0x8ba3:10,0x1179:4,0x3c8:3,0xa2a7:3	0x2546:64,0xd27e:10,0xc23a:4,0xa4ac:3,0xeb:3	0x920:64,0x58bb:10,0x88da:4,0x5360:3,0x3b1:3	0xa4:64,0xe3e6:10,0xe8f4:4,0xe8cc:3,0x90ab:3	0x158:64,0x2ffc:10,0x3201:4,0xc101:3,0x4d0:3
0	0x78561	89	5	tail@0x78833:89	352@0xc1ec4:41,144@0x95887:31,257@0xadbfd:10,108@0x8f24b:7	+0x5:89	0xd57e:41,0x9f3f:17,0x9557:14,0x97f:10,0x26bc:7	0x162:51,0xab:24,0xa5:14	0x0:89	0x40:89	0x8000:89	0x40:41,0x15b:17,0x129:14,0xb9:10,0x111:7
250	0xac802	75	6	tail@0xacbc3:75	43@0x8173d:71,196@0x9fbcd:3,157@0x98a9a:1	+0x3:75	0x4ea3:64,0x793:4,0x4d38:3,0x9a0:2,0xd7b:1	0x33d7:64,0x79ef:4,0xd955:3,0x71cc:2,0x91:1	0x7d50:64,0xc7fc:4,0x496d:3,0x2c62:2,0xd448:1	0xb0:64,0xb3:4,0xa650:3,0x636d:2,0x6254:1	0x1300:64,0x8962:4,0x3abe:3,0xf8:2,0x7105:1	0x13d:64,0xf7f8:4,0x620b:3,0xb6b4:2,0xd238:1
245	0xab141	75	18	tail@0xab424:75	145@0x95b5c:28,316@0xb987b:28,75@0x873fc:12,210@0xa2da3:3,334@0xbdd18:3	+0x5:75	0xa5:40,0x162:30,0xab:4,0x7c6d:1	0x0:74,0x4c1:1	0x12c3:26,0x2d:25,0x60:9,0x77:3,0x2da:1	0x0:74,0x529:1	0x13d:74,0x1e8:1	0x5122:26,0x409a:25,0x2a22:9,0x6222:1,0x6c22:1
326	0xbc06d	70	3	tail@0xbc31d:70	108@0x8f24b:57,352@0xc1ec4:13	+0x5:70	0xfaf5:39,0x9aa5:18,0x45e:13	0xab:57,0xa5:13	0x0:70	0x40:70	0x8000:70	0x9a:39,0x42:18,0x151:13
131	0x937d0	66	18	tail@0x93f76:66	144@0x95887:31,173@0x9ba74:15,108@0x8f24b:10,160@0x994cf:4,352@0xc1ec4:2	+0x5:66	0x970f:10,0x3a7:10,0x9b37:9,0x98b7:6,0x9537:5	0x9b7d:10,0xdf5:10,0xa454:9,0x349e:6,0x62d0:5	0x5d2a:10,0x80ef:10,0xe0c4:9,0x1e19:6,0xf2fd:5	0x2e16:10,0xcf28:10,0xa51d:9,0xa011:6,0x68b:5	0x5ffd:10,0xd88e:10,0x68a2:9,0x38fe:6,0x1e8:5	0xa60:10,0x632e:10,0xa5c9:10,0x6db:6,0x96d1:5
102	0x8d71d	64	1	tail@0x8df99:64	268@0xb0007:64	+0xd:64	0xbadd:64	0x682e:64	0x986:64	0xc53a:64	0x6f83:64	0x6b20:64
186	0x9dcae	50	13	tail@0x9e07a:50	257@0xadbfd:25,144@0x95887:9,173@0x9ba74:6,160@0x994cf:4,198@0xa037e:2	+0x5:50	0xf647:10,0xa7f:6,0x9e0f:5,0xf027:5,0x9e9f:4	0x7f0:10,0x8762:6,0x8231:5,0x1348:5,0xd69c:4	0xcec0:10,0x3986:6,0x3fa6:5,0xb022:5,0xd4df:4	0x1e8:10,0x42b5:10,0x670:5,0x30ee:5,0xa1f6:4	0xd347:10,0x8906:6,0x1e8:5,0x1502:5,0xf3a2:4	0xe810:10,0xb35e:6,0x390:5,0xd90e:5,0x92a7:4
151	0x97311	45	12	tail@0x97689:45	198@0xa037e:16,173@0x9ba74:12,352@0xc1ec4:7,160@0x994cf:6,144@0x95887:4	+0x5:45	0x889b:6,0xaa39:5,0x9507:5,0x98df:4,0x14f:4	0xa355:6,0xea0d:5,0xc3d:5,0xf9d:4,0xd70b:4	0xb23a:6,0xd694:5,0x1c4:5,0x15e:4,0xb047:4	0x686c:6,0x8bec:5,0xf680:5,0x1e8:4,0x5ca8:4	0x1e8:9,0xb000:6,0xa4ac:5,0x8cfe:4,0x8ed4:4	0x5677:6,0xaf8:5,0xb341:5,0x8b03:4,0x100a:4
336	0xbe8cd	44	14	tail@0xbec0b:44	256@0xad849:12,173@0x9ba74:8,108@0x8f24b:8,352@0xc1ec4:7,144@0x95887:5	+0x5:44	0xb252:4,0xe74e:4,0xe1f7:4,0xd62:4,0xe015:4	0x9dec:4,0xd14c:4,0x34a0:4,0xe3cf:4,0xe9d0:4	0x6d14:4,0xb314:4,0xfe60:4,0xd3:4,0xfef2:4	0x45a9:4,0xf037:4,0x3877:4,0x1dec:4,0x1063:4	0x1e8:9,0x72c1:4,0x73a9:4,0xd976:4,0xe37c:4	0x2a80:4,0xa6ee:4,0xd69c:4,0xc586:4,0xf37f:4
334	0xbdd18	42	18	tail@0xbe55b:42	354@0xc2241:33,171@0x9b4b3:5,165@0x9a24c:4	+0x2a5:25,+0x288:2,+0x30:2,+0x2f:2,+0x20d:1	0xfd:25,0xc7:3,0xd7:2,0x1e:2,0x14d:2	0xbe1e:25,0x1f10:2,0xd71c:2,0x4cdf:1,0x5e8:1	0x0:25,0x1e8:3,0x68:2,0x663a:1,0x7410:1	0x0:25,0x98b:2,0xe0b:2,0x1a56:1,0xd0f5:1	0x6b0e:25,0x1e8:5,0x862a:1,0xcde7:1,0x8d03:1	0xe11c:25,0x8839:1,0xe892:1,0x747f:1,0x630f:1
246	0xab427	39	13	tail@0xabc56:39	165@0x9a24c:31,354@0xc2241:6,171@0x9b4b3:2	+0x78:25,+0x792:3,+0x21a:2,+0x288:2,+0x28b:2	0x40:26,0xc7:3,0x12:2,0x2b:1,0xc4:1	0xabd5:25,0x4ddf:3,0x79ac:1,0x6e1e:1,0x1c64:1	0x91:25,0xd43a:3,0x68:2,0xf614:1,0x6276:1	0x66b:25,0xd0c7:3,0x1e8:2,0x0:1,0x2ba1:1	0x91:25,0xe803:3,0xe0c4:1,0x4742:1,0x1100:1	0x2119:25,0x6e01:3,0x5568:1,0x68b:1,0xf6a6:1
251	0xacbc5	39	2	tail@0xacefb:39	108@0x8f24b:22,198@0xa037e:17	+0x5:39	0xb8af:22,0x5058:17	0xa5:22,0xab:17	0x0:39	0x40:39	0x8000:39	0xfe:22,0xac:17
348	0xc0d7d	37	16	tail@0xc1409:37	352@0xc1ec4:12,257@0xadbfd:7,160@0x994cf:5,173@0x9ba74:5,108@0x8f24b:3	+0x5:37	0x1da:6,0x4cf:5,0x7:4,0x81a:4,0xb52:3	0x4d0:6,0x57fb:5,0x75a4:4,0x74f5:4,0x68f1:3	0xb48d:6,0xcff6:5,0x168:4,0xfe44:4,0x93d4:3	0x34f5:6,0x888:5,0x1120:4,0xf1d:4,0x466f:3	0xdd06:6,0x1e8:5,0xac4c:5,0x350:4,0x3039:4	0xe81d:6,0x27c8:5,0x17e4:4,0x1e8:4,0xa02:3
74	0x86d43	33	13	tail@0x873fa:33	160@0x994cf:9,108@0x8f24b:9,352@0xc1ec4:5,198@0xa037e:4,173@0x9ba74:4	+0x5:33	0xe8d6:5,0x504:5,0x2aa0:4,0xb2fa:4,0x22f9:4	0xb9b6:5,0xb827:5,0x4978:4,0xa008:4,0xd39f:4	0x68:7,0x97d4:5,0xd4c6:5,0xb0aa:4,0xe754:4	0x2a2:5,0x8243:5,0x3c0d:4,0x3f70:4,0xcc57:4	0xff34:5,0x623a:5,0x208b:4,0xb38:4,0xd277:4	0x5f2f:5,0x5b56:5,0xac62:4,0xae3:4,0x1e8:4
290	0xb4c00	27	3	tail@0xb4eda:27	257@0xadbfd:17,108@0x8f24b:10	+0x5:27	0xf7df:10,0xbe31:10,0xf937:7	0xab:17,0x162:10	0x0:27	0x40:27	0x8000:27	0xb9:17,0x10c:10
56	0x83e76	27	4	tail@0x841f6:27	160@0x994cf:13,173@0x9ba74:10,108@0x8f24b:4	+0x5:27	0x2329:11,0x33f:10,0x88b4:4,0x2ca0:2	0xa54a:11,0x661f:10,0x2cd:4,0x5807:2	0x28aa:11,0x2c57:10,0x45e9:4,0x9a47:2	0xe847:11,0x51f8:10,0x1e8:4,0x21f8:2	0xe801:11,0x475a:10,0x7bbf:4,0xcc9e:2	0xca01:11,0x1e8:10,0x4c7c:4,0x2062:2
65	0x85371	23	16	tail@0x855fc:23	18@0x7be9b:4,253@0xacfb1:4,199@0xa0631:2,43@0x8173d:2,337@0xbec0e:2	+0x4:23	0xc286:4,0xee4:3,0xfcfa:2,0xff8d:2,0x778:1	0x36b9:4,0x1a2b:3,0xcba5:2,0x8be1:2,0xb887:1	0x1209:4,0x71fe:3,0x68c1:2,0x12c8:2,0xd296:1	0x8df4:4,0xfafc:3,0xfe00:2,0x16a:2,0xe30:1	0x3660:4,0x43a9:3,0xc5bc:2,0x90c8:2,0xe766:1	0xb613:4,0x7a74:3,0xf:2,0x8558:2,0x93c1:1
