program	state	status	reason	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	raw_bytes_known	edge_known	ir_rows	needs
056	0x360dfd	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	33	0	0	0	yes	yes	214	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x361143	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	22	0	0	0	yes	yes	163	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x3613bb	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	11	0	0	0	yes	yes	96	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x36152c	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	44	0	0	0	yes	yes	20	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x361587	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	33	0	0	0	yes	yes	164	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x361802	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	11	0	0	0	yes	yes	946	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x362615	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	22	0	0	0	yes	yes	201	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x36292a	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	11	0	0	0	yes	yes	132	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x362b2a	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	11	0	0	0	yes	yes	96	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x362c9b	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	44	0	0	0	yes	yes	20	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x362cf7	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	33	0	0	0	yes	yes	164	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x362f71	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	11	0	0	0	yes	yes	946	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x363d84	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	22	0	0	0	yes	yes	189	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x36406b	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	11	0	0	0	yes	yes	132	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x36426c	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	11	0	0	0	yes	yes	673	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x364d98	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	11	0	0	0	yes	yes	51	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x364f84	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	11	0	0	0	yes	yes	51	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x365190	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	11	0	0	0	yes	yes	46	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
