row_kind	family_id	synthetic_start_vm_ip	missing_successor_vm_ip	source_entry	run_dir	event_line	event_kind	event_count	event_site	event_target_entry	event_target	seed_quality	live_status	live_terminal_reason	live_pred_entry	live_pred_target	live_pred_delta	live_table_status	live_table_site	live_table_operand	live_table_size	live_table_offset	live_table_entry	live_table_value_entry	live_table_diagnosis	live_target_expr	live_slot_expr	live_ip_expr	live_steps	live_unknown_ops	live_branch_unknown	live_path_hash	live_path	family_transfer_path_hash	branch_resolution	family_table_diagnosis	family_table_offset	family_table_region	family_table_alignment	family_runtime_qword_class	next_event_kind	next_event_site	next_event_vm_ip	next_event_target_entry	next_event_target	next_relation	observed_first_hop_vm_ip	observed_chain_bridge_class	terminal_dest_vm_ip	following_residual_start	interpretation
live_event	ufam_02	0xd1445	0xd144b	175	dumps/vmtail-fakenet-w16	133335	tail	132655	0x992ca	175	0x9c08f	frame_only_snapshot	unknown_target	table_oob			+0x4	table_oob	0x9c3d3	r13, qword ptr [r9]	8	0x4388	2161		table_index_out_of_range	T[(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 & flags0)) & 0x2c46ace3)) | flags0)))) ^ 0x37839d72)) & 0xffff]	(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 & flags0)) & 0x2c46ace3)) | flags0)))) ^ 0x37839d72)) & 0xffff	0x4	187	41	0	bbe0d482f93ad097	0x9c1c7:jne:1;0x9c215:je:1;0x9c25d:je:0	bbe0d482f93ad097	branch_unknown_unchanged_zero	table_index_out_of_range	0x4388	after_dispatch_table	0	non_pointer_bytes	tail	0xb86f5	0xd4897	354	0xc2241	next_event_differs_from_family_chain	0xd5eb8	sequence_chain_to_focused_direct_bridge	0x334a3d	0xd5ebc	live_table_rejected_or_symbolic
live_event	ufam_02	0xd1445	0xd144b	175	dumps/vmtail-live-residual-targets	689	tail	8	0x992ca	175	0x9c08f	full_gpr_snapshot	unknown_target	table_oob			+0x4	table_oob	0x9c3d3	r13, qword ptr [r9]	8	0x4388	2161		table_index_out_of_range	T[(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 & flags0)) & 0x2c46ace3)) | flags0)))) ^ 0x37839d72)) & 0xffff]	(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 & flags0)) & 0x2c46ace3)) | flags0)))) ^ 0x37839d72)) & 0xffff	0x4	187	24	0	bbe0d482f93ad097	0x9c1c7:jne:1;0x9c215:je:1;0x9c25d:je:0	bbe0d482f93ad097	branch_unknown_unchanged_zero	table_index_out_of_range	0x4388	after_dispatch_table	0	non_pointer_bytes	tail	0xbf126	0xd5eb8	123	0x91a59	next_event_is_observed_first_hop	0xd5eb8	sequence_chain_to_focused_direct_bridge	0x334a3d	0xd5ebc	live_table_rejected_or_symbolic
live_event	ufam_03	0xd5ebc	0xd5ec2	195	dumps/vmtail-fakenet-w16	134660	tail	133980	0x91e7f	195	0x9fb50	frame_only_snapshot	unknown_target	table_read			+0x4	table_read	0xa0048	r10, qword ptr [rdi]	8	0x49bd			misaligned_or_non_qword_table_read	T[(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x52e5924a)) + (mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)))) + 0x37b5a024)) + 0x2e12e35a)) ^ 0x44fb7fdb)) + (mask32((mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)) ...#685fda93c162463f	(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x52e5924a)) + (mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)))) + 0x37b5a024)) + 0x2e12e35a)) ^ 0x44fb7fdb)) + (mask32((mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)) + ...#10349b78810d72cb	0x4	274	47	0	44a20faf942e72a8	0x9fd8f:je:1;0x9fdf5:je:1	44a20faf942e72a8	branch_unknown_unchanged_zero	misaligned_or_non_qword_table_read	0x49bd	after_dispatch_table	5	non_pointer_bytes	tail	0x9b0c5	0x18bd9a	171	0x9b4b3	next_event_differs_from_family_chain	0xdaf35	sequence_chain_to_focused_direct_bridge	0x334a3d	0xdaf39	live_table_rejected_or_symbolic
live_event	ufam_03	0xd5ebc	0xd5ec2	195	dumps/vmtail-live-residual-targets	691	tail	10	0x91e7f	195	0x9fb50	full_gpr_snapshot	unknown_target	table_read			+0x4	table_read	0xa0048	r10, qword ptr [rdi]	8	0x49bd			misaligned_or_non_qword_table_read	T[(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x52e5924a)) + (mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)))) + 0x37b5a024)) + 0x2e12e35a)) ^ 0x44fb7fdb)) + (mask32((mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)) ...#685fda93c162463f	(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x52e5924a)) + (mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)))) + 0x37b5a024)) + 0x2e12e35a)) ^ 0x44fb7fdb)) + (mask32((mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)) + ...#10349b78810d72cb	0x4	274	9	0	44a20faf942e72a8	0x9fd8f:je:1;0x9fdf5:je:1	44a20faf942e72a8	branch_unknown_unchanged_zero	misaligned_or_non_qword_table_read	0x49bd	after_dispatch_table	5	non_pointer_bytes	tail	0xb837a	0xdaf35	184	0x9d694	next_event_is_observed_first_hop	0xdaf35	sequence_chain_to_focused_direct_bridge	0x334a3d	0xdaf39	live_table_rejected_or_symbolic
live_event	ufam_04	0xdaf39	0xdaf3f	195	dumps/vmtail-fakenet-w16	135699	tail	135019	0x9d961	195	0x9fb50	frame_only_snapshot	unknown_target	table_read			+0x4	table_read	0xa0048	r10, qword ptr [rdi]	8	0x1be			misaligned_or_non_qword_table_read	T[(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x52e5924a)) + (mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)))) + 0x37b5a024)) + 0x2e12e35a)) ^ 0x44fb7fdb)) + (mask32((mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)) ...#685fda93c162463f	(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x52e5924a)) + (mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)))) + 0x37b5a024)) + 0x2e12e35a)) ^ 0x44fb7fdb)) + (mask32((mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)) + ...#10349b78810d72cb	0x4	274	47	0	44a20faf942e72a8	0x9fd8f:je:1;0x9fdf5:je:1	44a20faf942e72a8	branch_unknown_unchanged_zero	misaligned_or_non_qword_table_read	0x1be	inside_dispatch_table_unaligned	6	non_pointer_bytes	tail	0xb86f5	0x18c088	171	0x9b4b3	next_event_differs_from_family_chain	0x18c463	sequence_chain_to_focused_direct_bridge	0x334a3d	0x18c467	live_table_rejected_or_symbolic
live_event	ufam_04	0xdaf39	0xdaf3f	195	dumps/vmtail-live-residual-targets	693	tail	12	0x9d961	195	0x9fb50	full_gpr_snapshot	unknown_target	table_read			+0x4	table_read	0xa0048	r10, qword ptr [rdi]	8	0x1be			misaligned_or_non_qword_table_read	T[(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x52e5924a)) + (mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)))) + 0x37b5a024)) + 0x2e12e35a)) ^ 0x44fb7fdb)) + (mask32((mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)) ...#685fda93c162463f	(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x52e5924a)) + (mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)))) + 0x37b5a024)) + 0x2e12e35a)) ^ 0x44fb7fdb)) + (mask32((mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)) + ...#10349b78810d72cb	0x4	274	9	0	44a20faf942e72a8	0x9fd8f:je:1;0x9fdf5:je:1	44a20faf942e72a8	branch_unknown_unchanged_zero	misaligned_or_non_qword_table_read	0x1be	inside_dispatch_table_unaligned	6	non_pointer_bytes	tail	0xbf886	0x18c463	184	0x9d694	next_event_is_observed_first_hop	0x18c463	sequence_chain_to_focused_direct_bridge	0x334a3d	0x18c467	live_table_rejected_or_symbolic
live_event	ufam_00	0x122e3c	0x122e42	299	dumps/vmtail-residual-122e3c-context	4050	tail	2	0x9c08c	299	0xb6bba	full_gpr_snapshot	unknown_target	table_read			+0x4	table_read	0xb7066	r12, qword ptr [r14]	8	0xd9cf			misaligned_or_non_qword_table_read	T[(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + flags0)))) | (mask32(flags0 & 0x1011ba33)))))) & 0xffff]	(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + flags0)))) | (mask32(flags0 & 0x1011ba33)))))) & 0xffff	0x4	274	26	0	833b04476f7a3399	0xb6c57:je:0;0xb6c87:je:0;0xb6d00:je:1;0xb6f5c:je:0	b75ed1b046c72a97	branch_unknown_removed	misaligned_or_non_qword_table_read	0xd9cf	after_dispatch_table	7	non_pointer_bytes	tail	0x9b0c5	0x2c0468	165	0x9a24c	next_event_is_terminal_reentry	0x2c0468	sequence_chain_to_recovered_context_reentry	0x2c0468		live_branches_resolved_sequence_only
live_event	ufam_00	0x122e3c	0x122e42	299	dumps/vmtail-residual-122e3c-context-postcall	4050	tail	2	0x9c08c	299	0xb6bba	full_gpr_snapshot	unknown_target	table_read			+0x4	table_read	0xb7066	r12, qword ptr [r14]	8	0xd9cf			misaligned_or_non_qword_table_read	T[(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + flags0)))) | (mask32(flags0 & 0x1011ba33)))))) & 0xffff]	(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + flags0)))) | (mask32(flags0 & 0x1011ba33)))))) & 0xffff	0x4	274	26	0	833b04476f7a3399	0xb6c57:je:0;0xb6c87:je:0;0xb6d00:je:1;0xb6f5c:je:0	b75ed1b046c72a97	branch_unknown_removed	misaligned_or_non_qword_table_read	0xd9cf	after_dispatch_table	7	non_pointer_bytes	tail	0x9b0c5	0x2c0468	165	0x9a24c	next_event_is_terminal_reentry	0x2c0468	sequence_chain_to_recovered_context_reentry	0x2c0468		live_branches_resolved_sequence_only
live_event	ufam_00	0x122e3c	0x122e42	299	dumps/vmtail-state-residual-targets	4066	tail	18	0x9c08c	299	0xb6bba	full_gpr_snapshot	unknown_target	table_read			+0x4	table_read	0xb7066	r12, qword ptr [r14]	8	0xd9cf			misaligned_or_non_qword_table_read	T[(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + flags0)))) | (mask32(flags0 & 0x1011ba33)))))) & 0xffff]	(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + flags0)))) | (mask32(flags0 & 0x1011ba33)))))) & 0xffff	0x4	274	26	0	833b04476f7a3399	0xb6c57:je:0;0xb6c87:je:0;0xb6d00:je:1;0xb6f5c:je:0	b75ed1b046c72a97	branch_unknown_removed	misaligned_or_non_qword_table_read	0xd9cf	after_dispatch_table	7	non_pointer_bytes						no_following_event_in_run	0x2c0468	sequence_chain_to_recovered_context_reentry	0x2c0468		live_branches_resolved_table_rejected
live_event	ufam_05	0x12906f	0x129079	278	dumps/vmtail-live-residual-targets	4086	tail	38	0x9c08c	278	0xb2342	full_gpr_snapshot	unknown_target	table_read			+0x5	table_read	0xb2632	r10, qword ptr [rbx]	8	0xea3c			misaligned_or_non_qword_table_read	T[(mask32((mask32(u16_2 - (mask32(state0 | flags0)))) + 0x68baea26)) & 0xffff]	(mask32((mask32(u16_2 - (mask32(state0 | flags0)))) + 0x68baea26)) & 0xffff	0x5	176	18	0	a604fbe70c42f7fd	0xb2479:jne:1;0xb2486:jne:1;0xb2494:jne:1;0xb24a4:jne:0;0xb2508:je:0	bdce1bd00d4b09a0	branch_unknown_unchanged_zero	misaligned_or_non_qword_table_read	0xea3c	after_dispatch_table	4	non_pointer_bytes	tail	0x859f9	0x17452a	123	0x91a59	next_event_is_observed_first_hop	0x17452a	sequence_chain_to_recovered_context_reentry	0x2c0468	0x17452e	live_table_rejected_or_symbolic
