block	start	end	size	events	unique_start_ips	unique_sources	top_sources	top_targets	top_deltas	byte_statuses
13	0xd4cc7	0xd5044	0x37d	232	232	49	340:14,307:12,28:12,18:12,258:11,64:10,114:10,20:10	340:14,307:12,28:12,18:12,258:11,64:10,114:10,20:10	+0x4:150,+0x3:67,+0x6:7,+0x5:4,+0x2:2,+0xd:2	exact:232
14	0xd5055	0xd521e	0x1c9	121	121	43	189:11,28:7,114:6,215:6,315:5,185:5,66:4,258:4	189:11,28:7,114:6,215:6,315:5,185:5,66:4,258:4	+0x4:82,+0x3:33,+0x6:3,+0x5:2,+0x2:1	exact:121
15	0xd522f	0xd5641	0x412	273	273	64	18:18,64:15,337:15,114:14,123:12,307:11,28:10,66:10	18:18,64:15,337:15,114:14,123:12,307:11,28:10,66:10	+0x4:171,+0x3:74,+0x5:10,+0x2:9,+0x6:7,+0xd:2	exact:273
16	0xd564f	0xd57d4	0x185	102	102	47	64:6,185:5,297:5,347:4,168:4,203:4,337:3,43:3	64:6,185:5,297:5,347:4,168:4,203:4,337:3,43:3	+0x4:62,+0x3:22,+0x5:9,+0x2:6,+0x6:3	exact:102
17	0xd5a12	0xd5b17	0x105	71	71	33	297:5,347:5,189:5,215:4,174:4,258:3,176:3,158:3	297:5,347:5,189:5,215:4,174:4,258:3,176:3,158:3	+0x4:43,+0x3:20,+0x2:4,+0x5:3,+0x6:1	exact:71
18	0xd5b25	0xd5cfb	0x1d6	126	126	44	347:12,28:8,18:6,215:5,258:5,189:5,185:5,337:5	347:12,28:8,18:6,215:5,258:5,189:5,185:5,337:5	+0x4:85,+0x3:34,+0x2:3,+0x6:2,+0x5:2	exact:126
19	0xd5d09	0xd5ebc	0x1b3	116	116	36	64:8,185:8,347:8,66:7,189:6,28:5,176:5,305:4	64:8,185:8,347:8,66:7,189:6,28:5,176:5,305:4	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:116
20	0xd718e	0xd73ae	0x220	145	145	53	64:9,114:8,43:7,199:6,347:6,18:6,174:6,185:5	64:9,114:8,43:7,199:6,347:6,18:6,174:6,185:5	+0x4:95,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:145
21	0xd73bc	0xd75f1	0x235	150	150	55	347:9,185:8,158:7,66:6,189:6,18:6,340:6,28:6	347:9,185:8,158:7,66:6,189:6,18:6,340:6,28:6	+0x4:95,+0x3:38,+0x5:7,+0x2:6,+0x6:4	exact:150
22	0xd75ff	0xd77c8	0x1c9	121	121	42	337:9,66:7,199:5,64:5,340:5,114:5,28:5,18:5	337:9,66:7,199:5,64:5,340:5,114:5,28:5,18:5	+0x4:82,+0x3:33,+0x6:3,+0x5:2,+0x2:1	exact:121
23	0xd77d9	0xd78ea	0x111	72	72	31	64:6,43:5,18:4,258:3,243:3,196:3,66:3,347:3	64:6,43:5,18:4,258:3,243:3,196:3,66:3,347:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
24	0xda38f	0xda4b0	0x121	78	78	37	258:6,199:5,189:4,123:4,114:3,185:3,307:3,28:3	258:6,199:5,189:4,123:4,114:3,185:3,307:3,28:3	+0x4:46,+0x3:21,+0x2:5,+0x5:4,+0x6:2	exact:78
25	0xda4be	0xda5e7	0x129	78	78	37	18:7,26:5,64:4,66:4,114:4,168:4,333:3,43:3	18:7,26:5,64:4,66:4,114:4,168:4,333:3,43:3	+0x4:53,+0x3:18,+0x5:3,+0x2:2,+0x6:2	exact:78
26	0xdac57	0xdad78	0x121	78	78	38	64:7,176:5,123:5,347:4,18:4,307:4,215:3,340:3	64:7,176:5,123:5,347:4,18:4,307:4,215:3,340:3	+0x4:46,+0x3:21,+0x2:5,+0x5:4,+0x6:2	exact:78
27	0xdad86	0xdaf39	0x1b3	116	116	38	340:9,258:6,18:6,199:6,184:6,64:5,337:5,185:4	340:9,258:6,18:6,199:6,184:6,64:5,337:5,185:4	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:116
28	0x11ac5e	0x11aee0	0x282	170	170	61	18:10,337:9,340:8,66:7,258:6,189:6,215:6,287:5	18:10,337:9,340:8,66:7,258:6,189:6,215:6,287:5	+0x4:104,+0x3:41,+0x5:11,+0x2:9,+0x6:5	exact:170
29	0x11aeee	0x11b122	0x234	150	150	53	340:7,185:7,307:7,114:6,26:6,258:6,184:6,203:5	340:7,185:7,307:7,114:6,26:6,258:6,184:6,203:5	+0x4:96,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:150
30	0x11b130	0x11b364	0x234	150	150	51	340:9,114:7,337:7,28:6,172:6,307:6,18:5,189:5	340:9,114:7,337:7,28:6,172:6,307:6,18:5,189:5	+0x4:96,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:150
31	0x11b372	0x11b5a6	0x234	150	150	53	114:8,66:7,18:7,258:7,185:7,333:6,189:6,346:5	114:8,66:7,18:7,258:7,185:7,333:6,189:6,346:5	+0x4:96,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:150
32	0x11b5b4	0x11b7e8	0x234	150	150	55	215:9,347:8,337:8,64:7,66:7,203:6,297:6,189:6	215:9,347:8,337:8,64:7,66:7,203:6,297:6,189:6	+0x4:96,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:150
33	0x11b7f6	0x11ba2a	0x234	150	150	54	337:9,189:8,340:8,307:7,28:6,297:6,199:6,168:5	337:9,189:8,340:8,307:7,28:6,297:6,199:6,168:5	+0x4:96,+0x3:38,+0x2:6,+0x5:6,+0x6:4	exact:150
34	0x11ba38	0x11bb7e	0x146	85	85	41	28:5,337:5,18:4,157:4,268:4,347:4,305:4,243:4	28:5,337:5,18:4,157:4,268:4,347:4,305:4,243:4	+0x4:55,+0x3:19,+0x5:5,+0x2:3,+0x6:3	exact:85
35	0x11bb8f	0x11bbd4	0x45	18	18	18	183:1,203:1,297:1,337:1,49:1,198:1,185:1,124:1	203:1,297:1,337:1,49:1,198:1,185:1,124:1,43:1	+0x4:7,+0x5:4,+0x3:3,+0x2:3,+0x6:1	exact:18
36	0x11bc28	0x11bd5f	0x137	84	84	37	123:7,66:5,64:4,114:4,28:4,347:4,337:4,273:3	123:7,66:5,64:4,114:4,28:4,347:4,337:4,273:3	+0x4:49,+0x3:22,+0x2:6,+0x5:5,+0x6:2	exact:84
37	0x11bd6d	0x11beb3	0x146	85	85	43	315:5,168:4,258:4,287:4,215:4,114:4,337:3,185:3	315:5,168:4,258:4,287:4,215:4,114:4,337:3,185:3	+0x4:55,+0x3:19,+0x5:5,+0x2:3,+0x6:3	exact:85
38	0x11bec4	0x11bf09	0x45	18	18	18	183:1,66:1,196:1,64:1,79:1,198:1,200:1,203:1	66:1,196:1,64:1,79:1,198:1,200:1,203:1,258:1	+0x4:7,+0x5:4,+0x3:3,+0x2:3,+0x6:1	exact:18
39	0x11bf5d	0x11c0ac	0x14f	90	90	44	347:6,18:5,333:4,114:4,66:4,297:4,176:4,20:4	347:6,18:5,333:4,114:4,66:4,297:4,176:4,20:4	+0x4:51,+0x3:23,+0x2:7,+0x5:6,+0x6:3	exact:90
40	0x11c0ba	0x11c200	0x146	85	85	41	64:4,307:4,203:4,315:4,168:3,287:3,66:3,243:3	64:4,307:4,203:4,315:4,168:3,287:3,66:3,243:3	+0x4:55,+0x3:19,+0x5:5,+0x2:3,+0x6:3	exact:85
41	0x11c211	0x11c256	0x45	18	18	16	18:2,168:2,322:1,183:1,49:1,108:1,64:1,28:1	168:2,322:1,183:1,49:1,108:1,64:1,28:1,200:1	+0x4:7,+0x5:4,+0x3:3,+0x2:3,+0x6:1	exact:18
42	0x11c2aa	0x11c3f9	0x14f	90	90	46	347:6,20:6,307:5,114:4,215:4,189:4,340:3,185:3	347:6,20:6,307:5,114:4,215:4,189:4,340:3,185:3	+0x4:51,+0x3:23,+0x2:7,+0x5:6,+0x6:3	exact:90
43	0x11c407	0x11c682	0x27b	169	169	60	347:8,28:8,297:7,258:7,215:7,333:7,114:7,185:6	347:8,28:8,297:7,258:7,215:7,333:7,114:7,185:6	+0x4:105,+0x3:41,+0x5:10,+0x2:9,+0x6:4	exact:169
44	0x11c690	0x11ca2a	0x39a	244	244	77	307:11,64:10,297:8,114:8,337:8,18:8,347:7,28:7	307:11,64:10,297:8,114:8,337:8,18:8,347:7,28:7	+0x4:137,+0x3:53,+0x5:25,+0x2:21,+0x6:8	exact:244
45	0x11ca38	0x11ccf7	0x2bf	187	187	60	64:9,258:8,189:8,215:8,114:8,66:7,28:7,307:7	64:9,258:8,189:8,215:8,114:8,66:7,28:7,307:7	+0x4:113,+0x3:44,+0x5:13,+0x2:12,+0x6:5	exact:187
46	0x11cd05	0x11cf21	0x21c	144	144	48	18:10,114:10,337:7,199:6,196:6,297:6,305:5,258:5	18:10,114:10,337:7,199:6,196:6,297:6,305:5,258:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
47	0x11cf2f	0x11d207	0x2d8	193	193	65	258:11,66:8,114:7,337:7,172:7,185:7,297:6,347:6	258:11,66:8,114:7,337:7,172:7,185:7,297:6,347:6	+0x4:114,+0x3:45,+0x5:15,+0x2:13,+0x6:6	exact:193
48	0x11d215	0x11d3d3	0x1be	119	119	40	28:7,337:7,347:7,243:6,66:6,196:6,307:5,18:5	28:7,337:7,347:7,243:6,66:6,196:6,307:5,18:5	+0x4:82,+0x3:33,+0x6:2,+0x2:1,+0x5:1	exact:119
49	0x11d3e1	0x11d6a2	0x2c1	187	187	66	337:8,185:8,340:8,114:7,215:7,18:7,258:6,172:6	337:8,185:8,340:8,114:7,215:7,18:7,258:6,172:6	+0x4:111,+0x3:44,+0x5:15,+0x2:12,+0x6:5	exact:187
50	0x11d6b0	0x11d91b	0x26b	164	164	63	347:9,28:9,114:8,18:6,340:6,307:5,196:5,297:5	347:9,28:9,114:8,18:6,340:6,307:5,196:5,297:5	+0x4:100,+0x3:41,+0x5:10,+0x2:8,+0x6:5	exact:164
51	0x11d929	0x11da3a	0x111	72	72	34	66:6,305:4,114:4,18:4,157:3,340:3,346:3,64:3	66:6,305:4,114:4,18:4,157:3,340:3,346:3,64:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
52	0x11da4b	0x11db08	0xbd	51	51	23	123:5,158:4,215:3,307:3,114:3,174:3,258:3,185:3	123:5,158:4,215:3,307:3,114:3,174:3,258:3,185:3	+0x4:33,+0x3:17,+0x6:1	exact:51
53	0x18b66f	0x18b88f	0x220	145	145	54	337:8,18:8,307:7,340:7,215:6,347:6,114:6,346:5	337:8,18:8,307:7,340:7,215:6,347:6,114:6,346:5	+0x4:95,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:145
54	0x18b89d	0x18ba5b	0x1be	119	119	39	28:8,347:8,66:7,189:6,18:6,114:6,199:5,307:4	28:8,347:8,66:7,189:6,18:6,114:6,199:5,307:4	+0x4:82,+0x3:33,+0x6:2,+0x2:1,+0x5:1	exact:119
55	0x18ba69	0x18bd8c	0x323	213	213	71	18:11,258:11,189:8,337:8,43:8,347:7,64:7,199:6	18:11,258:11,189:8,337:8,43:8,347:7,64:7,199:6	+0x4:124,+0x3:48,+0x5:19,+0x2:16,+0x6:6	exact:213
56	0x18bd9a	0x18beab	0x111	72	72	33	26:5,340:4,307:4,114:4,168:3,199:3,347:3,33:3	26:5,340:4,307:4,114:4,168:3,199:3,347:3,33:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
57	0x18bebc	0x18c07a	0x1be	119	119	52	340:8,66:6,307:5,43:5,20:5,258:4,297:4,269:4	340:8,66:6,307:5,43:5,20:5,258:4,297:4,269:4	+0x4:64,+0x3:28,+0x5:12,+0x2:11,+0x6:4	exact:119
58	0x18c088	0x18c2a6	0x21e	145	145	50	114:9,66:8,315:7,258:7,337:6,172:5,64:5,157:5	114:9,66:8,315:7,258:7,337:6,172:5,64:5,157:5	+0x4:94,+0x3:37,+0x2:6,+0x5:5,+0x6:3	exact:145
59	0x18c2b4	0x18c467	0x1b3	116	116	37	189:9,64:9,66:6,199:6,114:6,196:5,315:4,287:4	189:9,64:9,66:6,199:6,114:6,196:5,315:4,287:4	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:116
60	0x22fe2d	0x22ffb1	0x184	7498	103	50	258:771,172:260,199:260,43:259,337:259,185:258,297:258,203:257	258:771,172:260,199:260,43:259,337:259,185:258,297:258,203:257	+0x4:3124,+0x5:1538,+0x3:1297,+0x2:1282,+0x6:257	exact:7498
61	0x22ffc2	0x230111	0x14f	20491	91	46	66:1280,114:1024,307:1024,347:1024,28:1024,258:1024,337:768,340:768	66:1280,114:1024,307:1024,347:1024,28:1024,258:1024,337:768,340:768	+0x4:11781,+0x3:5378,+0x5:1538,+0x2:1538,+0x6:256	exact:20491
62	0x230122	0x2303ae	0x28c	44544	174	65	196:1792,258:1792,189:1792,168:1536,347:1536,215:1536,114:1280,199:1280	196:1792,258:1792,189:1792,168:1536,347:1536,215:1536,114:1280,199:1280	+0x4:24576,+0x3:8960,+0x5:5888,+0x2:4608,+0x6:512	exact:44544
63	0x2303be	0x2304b8	0xfa	66	66	32	66:9,347:6,184:6,114:4,123:3,340:3,20:3,189:2	66:9,347:6,184:6,114:4,123:3,340:3,20:3,258:2	+0x4:38,+0x3:18,+0x5:4,+0x2:3,+0x6:3	exact:66
64	0x230722	0x230b1b	0x3f9	12609	269	75	347:646,337:644,297:516,185:516,64:454,215:453,28:453,161:453	347:646,337:644,297:516,185:516,64:454,215:453,28:453,161:453	+0x4:6743,+0x3:3170,+0x5:1283,+0x2:1027,+0x6:322,+0xd:64	exact:12609
65	0x230b2c	0x230e07	0x2db	12480	195	69	307:576,114:576,258:512,28:448,66:448,347:448,189:384,18:384	307:576,114:576,258:512,28:448,66:448,347:448,189:384,18:384	+0x4:7296,+0x3:2944,+0x5:1088,+0x2:896,+0x6:256	exact:12480
66	0x230e18	0x231217	0x3ff	17600	275	82	157:768,43:640,258:640,66:576,347:512,18:512,172:512,337:448	157:768,43:640,258:640,66:576,347:512,18:512,172:512,337:448	+0x4:8960,+0x3:3520,+0x5:2688,+0x2:2240,+0x6:192	exact:17600
67	0x249468	0x24972b	0x2c3	376	188	64	28:22,347:16,340:16,337:14,189:12,43:12,18:12,333:12	28:22,347:16,340:16,337:14,189:12,43:12,18:12,333:12	+0x4:228,+0x3:88,+0x5:26,+0x2:24,+0x6:10	exact:376
68	0x249739	0x249956	0x21d	288	144	52	258:20,337:16,18:14,66:14,157:12,64:10,346:10,340:10	258:20,337:16,18:14,66:14,157:12,64:10,346:10,340:10	+0x4:186,+0x3:74,+0x5:12,+0x2:10,+0x6:6	exact:288
69	0x249964	0x249b99	0x235	300	150	54	347:16,28:14,66:14,114:12,157:12,18:12,243:12,337:12	347:16,28:14,66:14,114:12,157:12,18:12,243:12,337:12	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:300
70	0x249ba7	0x249ddc	0x235	300	150	55	189:16,18:14,66:12,340:12,28:12,258:12,337:12,114:10	189:16,18:14,66:12,340:12,28:12,258:12,337:12,114:10	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:300
71	0x249dea	0x24a01f	0x235	300	150	55	114:16,64:14,18:14,66:12,199:12,347:12,185:12,258:10	114:16,64:14,18:14,66:12,199:12,347:12,185:12,258:10	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:300
72	0x24a02d	0x24a292	0x265	324	162	59	189:18,28:16,18:16,337:14,340:12,307:12,123:12,168:10	189:18,28:16,18:16,337:14,340:12,307:12,123:12,168:10	+0x4:198,+0x3:80,+0x5:18,+0x2:16,+0x6:12	exact:324
73	0x24a2a0	0x24a4d5	0x235	300	150	55	28:18,189:18,114:14,297:14,307:12,161:12,258:10,43:10	28:18,189:18,114:14,297:14,307:12,161:12,258:10,43:10	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:300
74	0x24a4e3	0x24a8c5	0x3e2	522	261	75	64:26,28:22,337:22,18:18,258:16,199:16,66:16,43:16	64:26,28:22,337:22,18:18,258:16,199:16,66:16,43:16	+0x4:280,+0x3:112,+0x5:56,+0x2:48,+0x6:26	exact:522
75	0x24a8d3	0x24ab6a	0x297	350	175	61	28:18,340:18,18:18,64:14,258:14,347:14,189:12,243:10	28:18,340:18,18:18,64:14,258:14,347:14,189:12,243:10	+0x4:210,+0x3:84,+0x5:22,+0x2:20,+0x6:14	exact:350
76	0x24ab78	0x24ae0f	0x297	350	175	61	18:28,64:20,258:18,114:14,340:12,28:12,215:12,123:12	18:28,64:20,258:18,114:14,340:12,28:12,215:12,123:12	+0x4:210,+0x3:84,+0x5:22,+0x2:20,+0x6:14	exact:350
77	0x24ae1d	0x24b052	0x235	300	150	54	297:24,337:18,43:14,340:14,114:12,28:10,185:10,64:10	297:24,337:18,43:14,340:14,114:12,28:10,185:10,64:10	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:300
78	0x24b060	0x24b39b	0x33b	436	218	73	340:22,297:20,114:18,189:16,18:16,307:14,268:12,185:12	340:22,297:20,114:18,189:16,18:16,307:14,268:12,185:12	+0x4:246,+0x3:98,+0x5:40,+0x2:34,+0x6:18	exact:436
79	0x24b3a9	0x24b640	0x297	350	175	61	337:16,18:16,199:14,347:14,297:14,340:14,189:14,66:12	337:16,18:16,199:14,347:14,297:14,340:14,189:14,66:12	+0x4:210,+0x3:84,+0x5:22,+0x2:20,+0x6:14	exact:350
80	0x24b64e	0x24b883	0x235	300	150	50	258:18,18:16,161:16,215:14,297:12,189:12,337:12,340:10	258:18,18:16,161:16,215:14,297:12,189:12,337:12,340:10	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:300
81	0x24b891	0x24bb69	0x2d8	386	193	67	258:20,18:18,114:18,66:16,307:14,347:12,337:12,64:12	258:20,18:18,114:18,66:16,307:14,347:12,337:12,64:12	+0x4:228,+0x3:90,+0x5:30,+0x2:26,+0x6:12	exact:386
82	0x24bb77	0x24bd2a	0x1b3	232	116	39	258:14,20:14,307:12,347:12,18:12,337:12,287:10,64:10	258:14,20:14,307:12,347:12,18:12,337:12,287:10,64:10	+0x4:160,+0x3:64,+0x6:4,+0x2:2,+0x5:2	exact:232
83	0x26cd71	0x26cf1b	0x1aa	448	112	55	66:28,340:20,189:20,307:20,43:20,337:20,157:16,287:16	66:28,340:20,189:20,307:20,43:20,337:20,157:16,287:16	+0x4:272,+0x3:96,+0x5:40,+0x2:28,+0x6:12	exact:448
84	0x26db07	0x26f077	0x1570	5744	1436	100	340:232,258:224,18:220,28:220,66:208,337:196,114:188,64:184	340:232,258:224,18:220,28:220,66:208,337:196,114:188,64:184	+0x4:3440,+0x3:1392,+0x5:352,+0x2:308,+0x6:220,+0xa:32	exact:5744
85	0x30e872	0x30eeba	0x648	501	423	84	185:33,64:24,168:23,189:19,340:17,114:16,165:15,199:14	185:33,64:24,168:23,189:19,340:17,114:16,199:14,337:14	+0x4:292,+0x3:113,+0x5:35,+0x2:34,+0x6:25,+0xa:2	exact:501
86	0x30eed0	0x30eee2	0x12	65	5	5	199:13,337:13,157:13,326:13,352:13	337:13,157:13,326:13,352:13,117:13	+0x4:26,+0x3:13,+0x5:13,+0x2:13	exact:65
87	0x30eeea	0x30f3c5	0x4db	886	322	86	199:28,347:28,108:27,173:26,352:26,301:25,333:24,337:23	199:28,347:28,108:27,173:26,352:26,301:25,333:24,337:23	+0x4:359,+0x5:183,+0x2:142,+0x3:141,+0x6:61	exact:886
88	0x30f3d6	0x30f645	0x26f	486	162	65	144:24,168:21,114:18,18:15,28:15,347:15,108:15,91:12	144:24,168:21,114:18,28:15,347:15,108:15,91:12,268:12	+0x4:198,+0x5:105,+0x3:78,+0x2:78,+0x6:27	exact:486
89	0x30f64d	0x30fd84	0x737	486	486	97	307:20,28:19,64:17,18:17,199:16,347:16,189:15,340:14	307:20,28:19,64:17,18:17,199:16,347:16,189:15,340:14	+0x4:273,+0x3:106,+0x5:49,+0x2:41,+0x6:15,+0xa:2	exact:486
90	0x30fd95	0x310dba	0x1025	3389	1088	106	307:158,114:150,340:141,189:133,337:133,66:123,215:118,168:111	307:158,114:150,340:141,189:133,337:133,66:123,215:118,168:111	+0x4:2092,+0x3:802,+0x5:201,+0x2:194,+0x6:81,+0xa:19	exact:3389
91	0x310dca	0x31297d	0x1bb3	25459	1864	101	337:1025,340:957,185:903,307:903,114:887,28:886,258:875,64:867	337:1025,340:957,185:903,307:903,114:887,28:886,258:875,64:867	+0x4:16194,+0x3:6296,+0x5:1107,+0x2:1055,+0x6:643,+0xa:151,+0xd:13	exact:25459
92	0x3129aa	0x3157e1	0x2e37	40495	3115	101	258:1625,337:1586,28:1560,114:1469,18:1469,189:1443,64:1417,340:1378	258:1625,337:1586,28:1560,114:1469,18:1469,189:1443,64:1417,340:1378	+0x4:26026,+0x3:10218,+0x5:1573,+0x2:1495,+0x6:910,+0xa:273	exact:40495
93	0x31580e	0x315cc0	0x4b2	4121	317	72	340:234,297:195,258:182,189:169,18:169,64:156,157:143,185:143	340:234,297:195,258:182,189:169,18:169,64:156,157:143,185:143	+0x4:2600,+0x3:1014,+0x2:195,+0x5:182,+0x6:104,+0xa:26	exact:4121
94	0x31aa27	0x31aec3	0x49c	307	307	81	66:11,28:10,258:9,340:9,157:9,337:9,199:9,307:8	66:11,28:10,258:9,340:9,157:9,337:9,199:9,307:8	+0x4:156,+0x3:62,+0x5:40,+0x2:31,+0x6:18	exact:307
95	0x31aed4	0x31b31b	0x447	328	286	86	337:15,168:14,43:13,307:12,258:10,28:9,124:9,215:8	337:15,168:14,43:13,307:12,258:10,28:9,124:9,215:8	+0x4:154,+0x3:58,+0x5:51,+0x2:43,+0x6:22	exact:328
96	0x31b331	0x31b343	0x12	35	5	5	258:7,307:7,157:7,290:7,257:7	307:7,157:7,290:7,257:7,308:7	+0x4:14,+0x3:7,+0x5:7,+0x2:7	exact:35
97	0x31b34b	0x31b82c	0x4e1	512	323	82	28:17,168:17,64:16,239:16,198:15,337:15,18:14,160:14	28:17,168:17,64:16,239:16,198:15,337:15,18:14,160:14	+0x4:207,+0x5:105,+0x2:82,+0x3:81,+0x6:37	exact:512
98	0x31b83d	0x31ba35	0x1f8	131	131	62	337:5,307:5,157:5,3:4,144:4,203:4,108:4,180:3	337:5,307:5,157:5,3:4,144:4,203:4,108:4,180:3	+0x4:53,+0x5:29,+0x3:21,+0x2:21,+0x6:7	exact:131
99	0x31ba3d	0x31bbf9	0x1bc	172	115	63	18:10,183:7,37:6,220:6,256:6,297:6,157:6,239:5	18:10,183:7,37:6,220:6,256:6,297:6,157:6,239:5	+0x4:67,+0x5:36,+0x2:28,+0x3:27,+0x6:14	exact:172
100	0x31bc0a	0x31be7c	0x272	489	163	70	237:21,297:18,256:18,183:15,172:15,199:15,144:15,157:12	237:21,297:18,256:18,183:15,172:15,199:15,144:15,269:12	+0x4:198,+0x5:105,+0x3:81,+0x2:78,+0x6:27	exact:489
101	0x31be84	0x31c005	0x181	143	101	54	168:10,18:10,114:9,171:8,253:8,52:8,215:5,196:4	168:10,18:10,114:9,253:8,52:8,75:8,215:5,196:4	+0x4:58,+0x2:24,+0x5:24,+0x3:23,+0x6:14	exact:143
102	0x31c01b	0x31c02d	0x12	35	5	5	114:7,28:7,268:7,0:7,108:7	28:7,268:7,0:7,108:7,266:7	+0x4:14,+0x3:7,+0x5:7,+0x2:7	exact:35
103	0x31c035	0x31c33a	0x305	272	203	73	18:16,258:12,307:12,340:10,347:9,64:8,176:8,28:7	18:16,258:12,307:12,340:10,347:9,64:8,176:8,28:7	+0x4:135,+0x3:59,+0x5:35,+0x2:30,+0x6:13	exact:272
104	0x31c34b	0x31c596	0x24b	306	153	66	347:18,199:14,157:14,66:12,203:12,185:10,26:10,18:10	347:18,199:14,157:14,66:12,203:12,185:10,26:10,18:10	+0x4:166,+0x3:60,+0x5:38,+0x2:28,+0x6:14	exact:306
105	0x31c5a7	0x31c79f	0x1f8	131	131	61	64:6,180:5,144:5,18:4,199:4,297:4,3:4,168:4	64:6,180:5,144:5,199:4,297:4,3:4,168:4,30:4	+0x4:53,+0x5:29,+0x3:21,+0x2:21,+0x6:7	exact:131
